0.0 -32.2916398191 0.0
0.0 -31.8765726343 0.0
0.0 -8.30257375437 0.0
0.0 -7.90263776068 0.0
0.0 -7.24255594645 0.0
0.0 -7.24255594644 0.0
0.0 -7.09817091925 0.0
0.0 -7.09817091924 0.0
0.0 7.09817091924 0.0
0.0 7.09817091925 0.0
0.0 7.24255594644 0.0
0.0 7.24255594645 0.0
0.0 7.89640654018 0.0
0.0 8.29596015033 0.0
0.0 14.2827798762 0.0
0.0 14.6981696205 0.0
0.0 1000000.00011 0.0
1.0 -32.2904838551 0.0
1.0 -31.8754317459 0.0
1.0 -8.30142157948 0.0
1.0 -7.90148769065 0.0
1.0 -7.24674745177 0.0
1.0 -7.24495290146 0.0
1.0 -7.10231078456 0.0
1.0 -7.10056787713 0.0
1.0 7.10055671142 0.0
1.0 7.10056721073 0.0
1.0 7.24495222864 0.0
1.0 7.24495746315 0.0
1.0 7.89525314404 0.0
1.0 8.29480618696 0.0
1.0 14.2834315224 0.0
1.0 14.6987716375 0.0
1.0 1000000.00011 0.0
2.0 -32.2870158995 0.0
2.0 -31.8720090088 0.0
2.0 -8.29796604233 0.0
2.0 -7.8980387941 0.0
2.0 -7.25930539149 0.0
2.0 -7.25214091781 0.0
2.0 -7.11471325345 0.0
2.0 -7.10775559823 0.0
2.0 7.10770687025 0.0
2.0 7.10774512756 0.0
2.0 7.25213000586 0.0
2.0 7.2521548701 0.0
2.0 7.89179366607 0.0
2.0 8.29134491812 0.0
2.0 14.2853852322 0.0
2.0 14.7005764341 0.0
2.0 1000000.00011 0.0
3.0 -32.2812357616 0.0
3.0 -31.8663042093 0.0
3.0 -8.2922101792 0.0
3.0 -7.89229517698 0.0
3.0 -7.28018131407 0.0
3.0 -7.26411287809 0.0
3.0 -7.13532559017 0.0
3.0 -7.11972351186 0.0
3.0 7.11959976564 0.0
3.0 7.11967198481 0.0
3.0 7.26405625631 0.0
3.0 7.26412677697 0.0
3.0 7.88603026783 0.0
3.0 8.28557822061 0.0
3.0 14.2886373198 0.0
3.0 14.703580248 0.0
3.0 1000000.00011 0.0
4.0 -32.2731431268 0.0
4.0 -31.8583169941 0.0
4.0 -8.28415931761 0.0
4.0 -7.88426429888 0.0
4.0 -7.30929799147 0.0
4.0 -7.28086275533 0.0
4.0 -7.16405424116 0.0
4.0 -7.1364509955 0.0
4.0 7.13619941569 0.0
4.0 7.1362939267 0.0
4.0 7.28067655616 0.0
4.0 7.28083765968 0.0
4.0 7.87796666048 0.0
4.0 8.27750926808 0.0
4.0 14.293181642 0.0
4.0 14.7077768109 0.0
4.0 1000000.00011 0.0
5.0 -32.262737561 0.0
5.0 -31.8480468746 0.0
5.0 -8.27382156294 0.0
5.0 -7.87395817276 0.0
5.0 -7.34655275058 0.0
5.0 -7.30239962717 0.0
5.0 -7.20075078159 0.0
5.0 -7.15790471111 0.0
5.0 7.15745556171 0.0
5.0 7.15753682894 0.0
5.0 7.30191596932 0.0
5.0 7.30223804154 0.0
5.0 7.86760829912 0.0
5.0 8.26714260876 0.0
5.0 14.2990095983 0.0
5.0 14.7131573526 0.0
5.0 1000000.00011 0.0
6.0 -32.2500185165 0.0
6.0 -31.835493234 0.0
6.0 -8.26120869857 0.0
6.0 -7.86139580521 0.0
6.0 -7.39181969323 0.0
6.0 -7.32878680497 0.0
6.0 -7.24517192025 0.0
6.0 -7.18403705218 0.0
6.0 7.18330370442 0.0
6.0 7.18330751096 0.0
6.0 7.32768023473 0.0
6.0 7.32826472633 0.0
6.0 7.85496273254 0.0
6.0 8.25448429602 0.0
6.0 14.3061101316 0.0
6.0 14.7197106069 0.0
6.0 1000000.00011 0.0
7.0 -32.2349853405 0.0
7.0 -31.8206553346 0.0
7.0 -8.24633786528 0.0
7.0 -7.8466083909 0.0
7.0 -7.44495012634 0.0
7.0 -7.36027326029 0.0
7.0 -7.29684482078 0.0
7.0 -7.21478596846 0.0
7.0 7.21349520805 0.0
7.0 7.21366499164 0.0
7.0 7.35785718914 0.0
7.0 7.35884105424 0.0
7.0 7.8400402332 0.0
7.0 8.23954210142 0.0
7.0 14.3144697294 0.0
7.0 14.7274228186 0.0
7.0 1000000.00011 0.0
8.0 -32.2176372844 0.0
8.0 -31.8035323285 0.0
8.0 -8.22923485127 0.0
